,Date,Open,High,Low,Close,Volume
57,2018-04-14 09:00:00,8100.12000000,8119.98000000,7992.90000000,8040.00000000,1521.76398900
58,2018-04-14 10:00:00,8035.22000000,8065.90000000,7915.00000000,7936.34000000,1579.09360800
59,2018-04-14 11:00:00,7940.00000000,8015.00000000,7920.81000000,7965.32000000,1210.70737100
60,2018-04-14 12:00:00,7965.00000000,7987.83000000,7849.46000000,7878.00000000,2182.20658700
61,2018-04-14 13:00:00,7878.00000000,7970.00000000,7867.11000000,7965.18000000,1744.49794600
62,2018-04-14 14:00:00,7964.00000000,7978.51000000,7905.63000000,7975.01000000,1263.32085100
63,2018-04-14 15:00:00,7975.08000000,7993.99000000,7945.24000000,7955.01000000,1157.64608400
64,2018-04-14 16:00:00,7955.02000000,8010.00000000,7917.00000000,8000.00000000,1334.04535700
65,2018-04-14 17:00:00,8004.28000000,8004.28000000,7936.02000000,7972.55000000,921.79659300
66,2018-04-14 18:00:00,7972.55000000,8046.63000000,7943.40000000,8028.00000000,873.54719900
67,2018-04-14 19:00:00,8028.00000000,8045.00000000,7978.00000000,8022.00000000,739.23036100
68,2018-04-14 20:00:00,8022.00000000,8087.00000000,8000.00000000,8077.96000000,912.78600200
69,2018-04-14 21:00:00,8077.96000000,8090.23000000,8030.00000000,8058.47000000,750.31939800
70,2018-04-14 22:00:00,8058.48000000,8084.00000000,8045.01000000,8060.22000000,800.95519600
71,2018-04-14 23:00:00,8060.14000000,8063.99000000,7941.00000000,7999.01000000,1219.27288400
72,2018-04-15 00:00:00,8004.00000000,8133.00000000,7999.02000000,8067.87000000,1819.44692800
73,2018-04-15 01:00:00,8067.86000000,8131.00000000,8037.94000000,8113.02000000,993.09329400
74,2018-04-15 02:00:00,8113.20000000,8130.00000000,8071.51000000,8095.03000000,899.67872900
75,2018-04-15 03:00:00,8097.55000000,8105.37000000,8059.47000000,8083.99000000,583.27981400
76,2018-04-15 04:00:00,8084.00000000,8150.00000000,8081.00000000,8116.00000000,957.94964200
77,2018-04-15 05:00:00,8116.14000000,8130.00000000,8050.00000000,8128.00000000,813.63414300
78,2018-04-15 06:00:00,8127.02000000,8130.00000000,8081.00000000,8111.15000000,820.07539500
79,2018-04-15 07:00:00,8118.84000000,8120.86000000,8066.39000000,8074.99000000,655.76008200
80,2018-04-15 08:00:00,8074.91000000,8154.00000000,8072.10000000,8130.00000000,964.22420500
81,2018-04-15 09:00:00,8135.88000000,8142.64000000,8080.10000000,8116.23000000,712.28216100
82,2018-04-15 10:00:00,8118.00000000,8130.61000000,8110.69000000,8117.29000000,713.66907100
83,2018-04-15 11:00:00,8120.80000000,8429.54000000,8117.29000000,8330.00000000,5015.53572500
84,2018-04-15 12:00:00,8330.00000000,8359.76000000,8286.00000000,8350.53000000,1773.94098200
85,2018-04-15 13:00:00,8350.53000000,8380.00000000,8330.00000000,8353.00000000,1363.76114000
86,2018-04-15 14:00:00,8352.01000000,8375.96000000,8316.00000000,8337.71000000,1175.69693800
87,2018-04-15 15:00:00,8337.71000000,8337.72000000,8230.00000000,8269.99000000,1991.41260300
88,2018-04-15 16:00:00,8269.00000000,8349.00000000,8254.95000000,8261.00000000,1109.92030200
89,2018-04-15 17:00:00,8269.48000000,8321.90000000,8258.59000000,8300.00000000,986.70339700
90,2018-04-15 18:00:00,8296.01000000,8334.21000000,8280.00000000,8321.02000000,763.76528900
91,2018-04-15 19:00:00,8321.50000000,8326.63000000,8272.57000000,8300.01000000,754.20002700
92,2018-04-15 20:00:00,8305.55000000,8326.00000000,8280.00000000,8293.00000000,723.74896200
93,2018-04-15 21:00:00,8293.00000000,8308.00000000,8287.10000000,8295.99000000,622.99145300
94,2018-04-15 22:00:00,8295.99000000,8364.81000000,8277.57000000,8350.00000000,900.67862500
95,2018-04-15 23:00:00,8350.00000000,8365.87000000,8306.52000000,8355.00000000,831.27153700
96,2018-04-16 00:00:00,8355.07000000,8419.00000000,8320.00000000,8389.00000000,1573.81762400
97,2018-04-16 01:00:00,8390.00000000,8412.32000000,8318.42000000,8321.37000000,1238.44514700
98,2018-04-16 02:00:00,8325.00000000,8348.00000000,8076.19000000,8119.00000000,3980.25884700
99,2018-04-16 03:00:00,8119.00000000,8174.00000000,8095.00000000,8146.90000000,1716.63058700
100,2018-04-16 04:00:00,8144.73000000,8151.00000000,8101.00000000,8127.99000000,1002.91455500
101,2018-04-16 05:00:00,8127.99000000,8131.97000000,8000.00000000,8036.43000000,2892.07510300
102,2018-04-16 06:00:00,8035.00000000,8110.10000000,8020.00000000,8089.87000000,1747.84738600
103,2018-04-16 07:00:00,8090.03000000,8130.47000000,8064.61000000,8110.00000000,1108.44156200
104,2018-04-16 08:00:00,8110.21000000,8138.53000000,8077.89000000,8131.00000000,913.65604100
105,2018-04-16 09:00:00,8129.23000000,8134.99000000,8030.00000000,8096.83000000,1583.75601500
106,2018-04-16 10:00:00,8096.83000000,8119.85000000,8048.00000000,8074.44000000,1234.64691600
107,2018-04-16 11:00:00,8074.44000000,8097.28000000,8016.33000000,8086.00000000,1084.08043400
108,2018-04-16 12:00:00,8086.00000000,8087.11000000,7888.00000000,7935.37000000,3380.81056600
109,2018-04-16 13:00:00,7930.06000000,7965.00000000,7867.00000000,7964.34000000,2704.86384000
110,2018-04-16 14:00:00,7964.34000000,7999.00000000,7907.00000000,7973.98000000,1401.78959000
111,2018-04-16 15:00:00,7973.98000000,7999.00000000,7950.00000000,7971.99000000,1098.63054200
112,2018-04-16 16:00:00,7971.98000000,7974.94000000,7924.65000000,7957.07000000,919.44938200
113,2018-04-16 17:00:00,7957.85000000,8056.00000000,7953.00000000,8031.02000000,1472.48213200
114,2018-04-16 18:00:00,8031.02000000,8040.76000000,7994.41000000,8020.00000000,1092.47906600
115,2018-04-16 19:00:00,8020.00000000,8050.00000000,7953.00000000,7983.99000000,1187.72351300
116,2018-04-16 20:00:00,7983.97000000,8000.00000000,7935.99000000,7975.02000000,741.74869600
117,2018-04-16 21:00:00,7973.90000000,8036.50000000,7973.90000000,8018.98000000,890.96768600
118,2018-04-16 22:00:00,8015.00000000,8025.60000000,7969.00000000,8017.00000000,727.00999200
119,2018-04-16 23:00:00,8018.00000000,8086.01000000,8014.20000000,8064.92000000,969.54449300
120,2018-04-17 00:00:00,8064.92000000,8083.61000000,8014.08000000,8054.97000000,916.98138600
121,2018-04-17 01:00:00,8052.56000000,8075.00000000,8015.00000000,8041.00000000,994.80042600
122,2018-04-17 02:00:00,8041.99000000,8049.48000000,7956.17000000,8034.36000000,1226.44918500
123,2018-04-17 03:00:00,8040.00000000,8055.93000000,8018.15000000,8045.78000000,896.13291800
124,2018-04-17 04:00:00,8049.90000000,8049.90000000,7993.00000000,8030.00000000,943.57168500
125,2018-04-17 05:00:00,8030.00000000,8036.80000000,7975.01000000,7983.00000000,1009.18411000
126,2018-04-17 06:00:00,7975.01000000,8045.46000000,7960.00000000,8025.01000000,1134.28638500
127,2018-04-17 07:00:00,8026.02000000,8172.76000000,8025.00000000,8138.45000000,1984.30046500
128,2018-04-17 08:00:00,8143.72000000,8172.00000000,8125.20000000,8131.60000000,1376.98372100
129,2018-04-17 09:00:00,8134.00000000,8173.70000000,8131.60000000,8144.41000000,1448.24819400
130,2018-04-17 10:00:00,8144.41000000,8155.00000000,8064.52000000,8087.30000000,1695.68825500
131,2018-04-17 11:00:00,8087.30000000,8127.33000000,8085.00000000,8124.87000000,905.41919800
132,2018-04-17 12:00:00,8124.87000000,8156.00000000,8090.23000000,8105.13000000,1400.95939100
133,2018-04-17 13:00:00,8105.13000000,8125.00000000,8051.00000000,8100.00000000,1076.55705100
134,2018-04-17 14:00:00,8100.00000000,8133.38000000,8080.00000000,8114.98000000,1577.41508700
135,2018-04-17 15:00:00,8114.98000000,8117.00000000,8070.00000000,8088.63000000,949.85784300
136,2018-04-17 16:00:00,8088.63000000,8134.00000000,8086.20000000,8120.01000000,1159.51503200
137,2018-04-17 17:00:00,8120.01000000,8128.99000000,8084.97000000,8105.00000000,761.51625500
138,2018-04-17 18:00:00,8104.47000000,8106.60000000,7912.08000000,7945.17000000,1979.35717200
139,2018-04-17 19:00:00,7941.97000000,7947.00000000,7836.40000000,7874.01000000,3212.40281400
140,2018-04-17 20:00:00,7874.00000000,7951.49000000,7825.40000000,7920.69000000,1867.96209300
141,2018-04-17 21:00:00,7920.69000000,7945.73000000,7901.00000000,7915.96000000,1266.55941000
142,2018-04-17 22:00:00,7915.97000000,7926.88000000,7873.00000000,7917.43000000,1368.48787200
143,2018-04-17 23:00:00,7917.43000000,7923.03000000,7860.00000000,7885.02000000,999.96761900
144,2018-04-18 00:00:00,7890.96000000,7935.57000000,7868.07000000,7926.32000000,806.83893700
145,2018-04-18 01:00:00,7926.00000000,7979.00000000,7920.01000000,7952.42000000,811.95067400
146,2018-04-18 02:00:00,7952.42000000,7966.54000000,7901.30000000,7911.99000000,772.01177000
147,2018-04-18 03:00:00,7905.69000000,7949.82000000,7905.69000000,7947.71000000,504.84699900
148,2018-04-18 04:00:00,7947.74000000,7949.00000000,7915.00000000,7915.10000000,717.24792100
149,2018-04-18 05:00:00,7915.10000000,7949.99000000,7907.05000000,7928.99000000,662.56278100
150,2018-04-18 06:00:00,7925.83000000,8139.00000000,7868.00000000,8125.00000000,2524.86645400
151,2018-04-18 07:00:00,8123.89000000,8149.89000000,8085.03000000,8107.23000000,1799.13888900
152,2018-04-18 08:00:00,8113.51000000,8118.00000000,8071.00000000,8086.00000000,1177.17018700
153,2018-04-18 09:00:00,8082.56000000,8110.00000000,8074.67000000,8092.01000000,919.01130900
154,2018-04-18 10:00:00,8092.02000000,8120.00000000,8077.08000000,8095.01000000,1018.12978600
155,2018-04-18 11:00:00,8095.00000000,8110.00000000,8067.02000000,8103.00000000,817.51216700
156,2018-04-18 12:00:00,8104.00000000,8117.81000000,8080.09000000,8095.04000000,722.68967100
157,2018-04-18 13:00:00,8095.03000000,8114.00000000,8075.06000000,8095.89000000,907.23805100
158,2018-04-18 14:00:00,8098.45000000,8100.00000000,7937.60000000,7970.91000000,1347.23017300
159,2018-04-18 15:00:00,7962.27000000,8036.65000000,7931.01000000,7994.00000000,1733.37486800
160,2018-04-18 16:00:00,7994.00000000,8149.78000000,7985.01000000,8111.01000000,1509.48516700
161,2018-04-18 17:00:00,8113.93000000,8128.50000000,8078.01000000,8099.00000000,1142.93488000
162,2018-04-18 18:00:00,8098.79000000,8124.00000000,8090.65000000,8109.00000000,881.32298400
163,2018-04-18 19:00:00,8109.00000000,8126.79000000,8095.00000000,8116.65000000,910.73602000
164,2018-04-18 20:00:00,8116.01000000,8236.43000000,8097.00000000,8197.98000000,2051.94476300
165,2018-04-18 21:00:00,8187.02000000,8202.00000000,8174.05000000,8199.00000000,806.06062400
166,2018-04-18 22:00:00,8199.00000000,8220.10000000,8105.00000000,8155.01000000,1500.99631000
167,2018-04-18 23:00:00,8156.50000000,8186.59000000,8141.01000000,8173.00000000,923.74318500
168,2018-04-19 00:00:00,8173.99000000,8180.00000000,8100.00000000,8154.00000000,1042.62032000
169,2018-04-19 01:00:00,8158.00000000,8210.00000000,8137.00000000,8188.88000000,1599.76514000
170,2018-04-19 02:00:00,8188.88000000,8290.00000000,8150.00000000,8220.01000000,1654.13107300
171,2018-04-19 03:00:00,8220.01000000,8220.01000000,8156.00000000,8185.00000000,1042.24802400
172,2018-04-19 04:00:00,8184.99000000,8187.00000000,8120.00000000,8183.00000000,1378.08611700
173,2018-04-19 05:00:00,8183.00000000,8198.00000000,8145.68000000,8180.00000000,1037.62220900
174,2018-04-19 06:00:00,8180.00000000,8215.45000000,8163.24000000,8184.90000000,922.27630700
175,2018-04-19 07:00:00,8184.90000000,8249.00000000,8080.00000000,8166.97000000,1709.49436500
176,2018-04-19 08:00:00,8166.97000000,8239.99000000,8150.52000000,8177.98000000,1158.92006700
177,2018-04-19 09:00:00,8175.82000000,8240.00000000,8143.02000000,8230.89000000,1393.01551700
178,2018-04-19 10:00:00,8231.00000000,8250.00000000,8202.83000000,8240.63000000,1307.55946800
179,2018-04-19 11:00:00,8240.64000000,8259.00000000,8191.47000000,8207.01000000,1025.07983400
180,2018-04-19 12:00:00,8207.00000000,8248.50000000,8181.70000000,8237.68000000,1073.40953400
181,2018-04-19 13:00:00,8235.33000000,8248.49000000,8218.00000000,8234.84000000,862.74954800
182,2018-04-19 14:00:00,8236.00000000,8270.00000000,8171.56000000,8229.97000000,1456.86032400
183,2018-04-19 15:00:00,8229.00000000,8239.90000000,8214.00000000,8239.02000000,776.10664000
184,2018-04-19 16:00:00,8235.45000000,8288.37000000,8230.01000000,8244.99000000,1437.58936400
185,2018-04-19 17:00:00,8244.66000000,8296.00000000,8236.00000000,8259.08000000,1144.15443900
186,2018-04-19 18:00:00,8257.61000000,8290.00000000,8245.02000000,8274.57000000,799.16570000
187,2018-04-19 19:00:00,8274.57000000,8277.00000000,8233.10000000,8249.95000000,796.84397200
188,2018-04-19 20:00:00,8249.95000000,8250.01000000,8189.00000000,8226.70000000,1148.57776800
189,2018-04-19 21:00:00,8226.69000000,8280.00000000,8222.00000000,8272.28000000,802.65507500
190,2018-04-19 22:00:00,8272.28000000,8292.00000000,8250.00000000,8253.00000000,876.25402100
191,2018-04-19 23:00:00,8259.93000000,8294.99000000,8230.00000000,8278.00000000,668.66263800
192,2018-04-20 00:00:00,8273.84000000,8375.00000000,8270.32000000,8350.56000000,1893.14691300
193,2018-04-20 01:00:00,8350.55000000,8368.00000000,8312.29000000,8360.00000000,1076.31743900
194,2018-04-20 02:00:00,8359.99000000,8398.00000000,8282.20000000,8324.89000000,1976.37644300
195,2018-04-20 03:00:00,8324.89000000,8355.04000000,8320.00000000,8331.03000000,757.53506300
196,2018-04-20 04:00:00,8331.30000000,8336.38000000,8222.55000000,8240.99000000,3077.03301400
197,2018-04-20 05:00:00,8240.99000000,8300.00000000,8177.09000000,8272.99000000,1776.66761900
198,2018-04-20 06:00:00,8272.99000000,8321.19000000,8253.00000000,8309.89000000,1323.81886400
199,2018-04-20 07:00:00,8309.89000000,8348.98000000,8293.49000000,8319.97000000,1294.26664800
200,2018-04-20 08:00:00,8319.92000000,8349.01000000,8281.00000000,8294.10000000,1338.84132500
201,2018-04-20 09:00:00,8294.18000000,8323.96000000,8267.01000000,8308.87000000,895.41497900
202,2018-04-20 10:00:00,8305.00000000,8540.37000000,8290.00000000,8488.01000000,3465.59084700
203,2018-04-20 11:00:00,8488.89000000,8531.40000000,8480.19000000,8515.01000000,1861.88392600
204,2018-04-20 12:00:00,8515.00000000,8577.90000000,8490.00000000,8519.62000000,2054.17534000
205,2018-04-20 13:00:00,8519.66000000,8532.89000000,8455.04000000,8499.00000000,1531.25280600
206,2018-04-20 14:00:00,8499.01000000,8520.00000000,8475.66000000,8498.00000000,1088.65293800
207,2018-04-20 15:00:00,8498.00000000,8498.02000000,8431.86000000,8459.99000000,1381.66847600
208,2018-04-20 16:00:00,8458.00000000,8519.94000000,8446.00000000,8508.00000000,1083.11253300
209,2018-04-20 17:00:00,8508.00000000,8530.00000000,8488.90000000,8505.00000000,968.11592800
210,2018-04-20 18:00:00,8505.00000000,8525.95000000,8485.00000000,8505.01000000,861.17496800
211,2018-04-20 19:00:00,8505.04000000,8539.63000000,8505.00000000,8518.00000000,809.60198800
212,2018-04-20 20:00:00,8518.00000000,8529.00000000,8490.00000000,8525.83000000,1053.32427900
213,2018-04-20 21:00:00,8525.85000000,8560.00000000,8508.01000000,8508.04000000,944.06800100
214,2018-04-20 22:00:00,8508.04000000,8930.00000000,8508.03000000,8830.00000000,4668.74838500
215,2018-04-20 23:00:00,8823.50000000,8888.00000000,8754.00000000,8856.98000000,2614.54876300
216,2018-04-21 00:00:00,8852.12000000,8869.23000000,8780.00000000,8814.99000000,2116.78529100
217,2018-04-21 01:00:00,8814.99000000,8821.99000000,8730.00000000,8820.00000000,2004.75896000
218,2018-04-21 02:00:00,8820.00000000,8867.19000000,8807.02000000,8849.49000000,1235.82142700
219,2018-04-21 03:00:00,8849.00000000,8928.00000000,8837.53000000,8862.00000000,1363.59169700
220,2018-04-21 04:00:00,8858.00000000,8880.61000000,8839.99000000,8849.79000000,878.96379300
221,2018-04-21 05:00:00,8848.39000000,8884.90000000,8840.00000000,8878.07000000,638.11820000
222,2018-04-21 06:00:00,8878.07000000,8950.00000000,8867.87000000,8923.00000000,1318.48819800
223,2018-04-21 07:00:00,8920.02000000,9035.00000000,8854.20000000,8874.88000000,2660.99566400
224,2018-04-21 08:00:00,8874.87000000,8888.00000000,8708.96000000,8790.00000000,3809.94547300
225,2018-04-21 09:00:00,8790.92000000,8800.00000000,8630.00000000,8705.01000000,3655.58413600
226,2018-04-21 10:00:00,8713.35000000,8749.83000000,8640.44000000,8670.00000000,2667.19457200
227,2018-04-21 11:00:00,8672.02000000,8720.57000000,8565.00000000,8700.00000000,3707.93891700
228,2018-04-21 12:00:00,8700.01000000,8765.00000000,8680.00000000,8755.01000000,1973.91443200
229,2018-04-21 13:00:00,8755.00000000,8778.46000000,8680.50000000,8748.00000000,1644.02348900
230,2018-04-21 14:00:00,8748.00000000,8791.01000000,8735.99000000,8742.55000000,1249.99639700
231,2018-04-21 15:00:00,8742.56000000,8846.63000000,8742.56000000,8828.20000000,1913.14156400
232,2018-04-21 16:00:00,8828.13000000,8874.00000000,8737.28000000,8755.00000000,1757.21461200
233,2018-04-21 17:00:00,8755.00000000,8810.16000000,8706.50000000,8760.00000000,1109.05856000
234,2018-04-21 18:00:00,8760.05000000,8810.00000000,8730.00000000,8779.97000000,842.43888700
235,2018-04-21 19:00:00,8780.00000000,8818.16000000,8760.00000000,8792.47000000,719.02437300
236,2018-04-21 20:00:00,8792.47000000,8800.01000000,8707.00000000,8765.00000000,1016.73464400
237,2018-04-21 21:00:00,8765.00000000,8799.00000000,8740.00000000,8780.01000000,558.33081700
238,2018-04-21 22:00:00,8780.01000000,8834.99000000,8762.32000000,8806.29000000,755.71279900
239,2018-04-21 23:00:00,8806.35000000,8930.00000000,8789.57000000,8915.31000000,1274.45300700
240,2018-04-22 00:00:00,8915.31000000,8915.33000000,8792.00000000,8816.54000000,1211.58133000
241,2018-04-22 01:00:00,8816.54000000,8840.05000000,8786.80000000,8815.99000000,907.10809700
242,2018-04-22 02:00:00,8815.99000000,8874.00000000,8801.01000000,8852.05000000,860.23847500
243,2018-04-22 03:00:00,8854.99000000,8872.09000000,8802.50000000,8811.00000000,673.49543800
244,2018-04-22 04:00:00,8814.00000000,8851.00000000,8794.62000000,8843.60000000,678.36701900
245,2018-04-22 05:00:00,8843.60000000,8887.96000000,8833.44000000,8834.73000000,595.74785400
246,2018-04-22 06:00:00,8834.73000000,8888.00000000,8834.50000000,8887.07000000,680.34298200
247,2018-04-22 07:00:00,8888.00000000,8904.99000000,8845.00000000,8875.00000000,814.48124800
248,2018-04-22 08:00:00,8875.00000000,8963.00000000,8865.00000000,8940.03000000,1593.81883100
249,2018-04-22 09:00:00,8940.00000000,8979.50000000,8862.22000000,8910.00000000,1535.54863300
250,2018-04-22 10:00:00,8910.00000000,8949.00000000,8902.12000000,8942.00000000,867.51075200
251,2018-04-22 11:00:00,8941.00000000,9020.00000000,8912.00000000,8916.01000000,1949.84045300
252,2018-04-22 12:00:00,8916.01000000,8965.82000000,8768.79000000,8853.97000000,2722.80864900
253,2018-04-22 13:00:00,8853.97000000,8913.31000000,8830.00000000,8877.00000000,1040.47124400
254,2018-04-22 14:00:00,8877.00000000,8998.00000000,8874.03000000,8961.90000000,1733.76429400
255,2018-04-22 15:00:00,8967.78000000,8984.98000000,8928.23000000,8940.67000000,1201.65432000
256,2018-04-22 16:00:00,8940.67000000,9020.67000000,8850.00000000,8919.95000000,2220.18942400
257,2018-04-22 17:00:00,8919.95000000,8974.63000000,8919.00000000,8940.36000000,906.83154000
258,2018-04-22 18:00:00,8940.36000000,8957.84000000,8921.02000000,8948.80000000,733.41020900
259,2018-04-22 19:00:00,8948.80000000,8948.81000000,8860.00000000,8881.00000000,1274.60109300
260,2018-04-22 20:00:00,8881.00000000,8925.00000000,8865.99000000,8898.30000000,810.37545400
261,2018-04-22 21:00:00,8898.30000000,8928.00000000,8870.00000000,8920.02000000,735.07595300
262,2018-04-22 22:00:00,8926.80000000,8926.88000000,8820.00000000,8848.18000000,1025.18361200
263,2018-04-22 23:00:00,8848.18000000,8848.18000000,8727.68000000,8787.02000000,2685.80657600
264,2018-04-23 00:00:00,8785.70000000,8848.73000000,8745.00000000,8816.99000000,1359.19925700
265,2018-04-23 01:00:00,8816.99000000,8888.00000000,8787.01000000,8853.24000000,965.58923300
266,2018-04-23 02:00:00,8844.24000000,8888.00000000,8821.83000000,8849.92000000,1047.05392000
267,2018-04-23 03:00:00,8849.91000000,8888.00000000,8847.01000000,8861.52000000,741.21926700
268,2018-04-23 04:00:00,8861.52000000,8878.98000000,8821.01000000,8857.85000000,653.70535400
269,2018-04-23 05:00:00,8857.84000000,8883.00000000,8827.66000000,8879.00000000,707.05508700
270,2018-04-23 06:00:00,8878.04000000,8929.00000000,8850.00000000,8899.00000000,1401.91364600
271,2018-04-23 07:00:00,8899.00000000,8970.01000000,8895.45000000,8942.39000000,1829.73029100
272,2018-04-23 08:00:00,8942.00000000,8957.04000000,8892.98000000,8900.31000000,1344.56676600
273,2018-04-23 09:00:00,8903.00000000,8914.57000000,8831.00000000,8905.00000000,1659.15766000
274,2018-04-23 10:00:00,8905.00000000,8922.00000000,8874.71000000,8889.00000000,1045.27767100
275,2018-04-23 11:00:00,8889.00000000,8923.00000000,8877.75000000,8910.02000000,876.65712400
276,2018-04-23 12:00:00,8910.02000000,8985.00000000,8897.75000000,8940.74000000,1676.02335200
277,2018-04-23 13:00:00,8940.00000000,8945.00000000,8900.00000000,8929.00000000,889.80989800
278,2018-04-23 14:00:00,8934.39000000,8940.00000000,8858.08000000,8919.00000000,1476.37799900
279,2018-04-23 15:00:00,8919.00000000,8935.00000000,8888.00000000,8898.00000000,943.09414800
280,2018-04-23 16:00:00,8898.00000000,8938.21000000,8892.02000000,8911.54000000,997.58879400
